"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Braftovi","Encorafenib","CAPSULE;ORAL","210496","ARRAY BIOPHARMA INC","02/24/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/210496s021lbl.pdf#page=41"
"Brekiya","Dihydroergotamine Mesylate, Usp","INJECTABLE;SUBCUTANEOUS","215400","AMNEAL PHARMACEUTICALS PVT LTD","05/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215400s000lbl.pdf#page=14"
"Brenzavvy","Bexagliflozin","TABLET;ORAL","214373","THERACOS BIO","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214373s001lbl.pdf#page=22"
"Brexafemme","Ibrexafungerp","TABLET;ORAL","214900","SCYNEXIS","11/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/214900s003lbl.pdf#page=18"
"Brilinta","Ticagrelor","TABLET;ORAL","022433","ASTRAZENECA","03/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022433s034lbl.pdf#page=35"
"Brisdelle","Paroxetine Mesylate","CAPSULE;ORAL","204516","SEBELA IRELAND LTD","02/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/204516s009s014lbl.pdf#page=22"
"Briumvi","Ublituximab-Xiiy","INJECTABLE;INJECTION","761238","TG Therapeutics","08/18/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761238s022s025lbl.pdf#page=19"
"Briviact","Brivaracetam","SOLUTION;INTRAVENOUS","205837","UCB INC","08/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/205836s017,205837s014,205838s015lbl.pdf#page=18"
"Briviact","Brivaracetam","SOLUTION;ORAL","205838","UCB INC","08/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/205836s017,205837s014,205838s015lbl.pdf#page=18"
"Briviact","Brivaracetam","TABLET;ORAL","205836","UCB INC","08/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/205836s017,205837s014,205838s015lbl.pdf#page=18"
"Brixadi","Buprenorphine","INJECTION, EXTENDED RELEASE;SUBCUTANEOUS","210136","BRAEBURN","05/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210136s000lbl.pdf#page=52"
"Brovana","Arformoterol Tartrate","SOLUTION;INHALATION","021912","SUNOVION","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021912s013lbl.pdf#page=22"
"Brynovin","Sitagliptin","SOLUTION;ORAL","219122","AZURITY PHARMACEUTICALS, INC","01/16/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219122s000lbl.pdf#page=31"
"Bunavail","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;BUCCAL","205637","BDSI","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205637s023s024lbl.pdf#page=33"
"Butrans","Buprenorphine","FILM, EXTENDED RELEASE;TRANSDERMAL","021306","PURDUE PHARMA LP","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021306s041lbl.pdf#page=45"
"Bydureon","Exenatide Synthetic","FOR SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","022200","ASTRAZENECA AB","05/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022200s036lbl.pdf#page=38"
"Bydureon Bcise","Exenatide Synthetic","SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","209210","ASTRAZENECA AB","05/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/209210s025lbl.pdf#page=37"
"Bydureon Pen","Exenatide Synthetic","FOR SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","022200","ASTRAZENECA AB","05/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022200s036lbl.pdf#page=38"
"Byetta","Exenatide Synthetic","INJECTABLE;SUBCUTANEOUS","021773","ASTRAZENECA AB","05/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021773s050lbl.pdf#page=33"
"Byetta","Exenatide Synthetic","INJECTABLE; SUBCUTANEOUS","021919","AMYLIN","10/30/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191084.pdf"
"Cambia","Diclofenac Potassium","FOR SOLUTION;ORAL","022165","ASSERTIO","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022165s016lbl.pdf#page=22"
"Camzyos","Mavacamten","CAPSULE;ORAL","214998","BRISTOL MYERS SQUIBB","06/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214998s001lbl.pdf#page=29"
"Caplyta","Lumateperone Tosylate","CAPSULE;ORAL","209500","INTRA-CELLULAR","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/209500s016lbl.pdf#page=25"
"Caprelsa","Vandetanib","TABLET;ORAL","022405","GENZYME CORP","05/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022405s023lbl.pdf#page=21"
"Carbatrol","Carbamazepine","CAPSULE, EXTENDED RELEASE;ORAL","020712","TAKEDA PHARMS USA","04/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020712s038lbl.pdf#page=23"
"Cassipa","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;SUBLINGUAL","208042","TEVA PHARMS USA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208042s011lbl.pdf#page=30"
"Cataflam","Diclofenac Potassium","TABLET;ORAL","020142","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020142s029lbl.pdf#page=19"
"Cavreto","Pralsetinib","CAPSULE","213721","RIGEL PHARMACEUTICALS INC","12/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/213721s016lbl.pdf#page=30"
"Celebrex","Celecoxib","CAPSULE;ORAL","020998","UPJOHN","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020998s058lbl.pdf#page=41"
"Celebrex","Celecoxib","CAPSULE;ORAL","021156","GD SEARLE LLC","02/04/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020998s033,021156s003MedG.pdf"
"Celexa","Citalopram Hydrobromide","SOLUTION;ORAL","021046","FOREST LABS","12/03/2012","https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020822s042,021046s019lbl.pdf#page=32"
"Celexa","Citalopram Hydrobromide","TABLET;ORAL","020822","ALLERGAN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020822s054lbl.pdf#page=22"
"Cellcept","Mycophenolate Mofetil","CAPSULE;ORAL","050722","ROCHE PALO","08/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050722s050,050723s050,050758s048,050759s055lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil","TABLET;ORAL","050723","ROCHE PALO","08/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050722s050,050723s050,050758s048,050759s055lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil Hydrochloride","INJECTABLE;INJECTION","050758","ROCHE PALO","08/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050722s050,050723s050,050758s048,050759s055lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil","FOR SUSPENSION;ORAL","050759","ROCHE PALO","08/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050722s050,050723s050,050758s048,050759s055lbl.pdf#page=39"
"Celontin","Methsuximide","CAPSULE;ORAL","010596","PARKE DAVIS","06/15/2011","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM229201.pdf"
"Cerdelga","Eliglustat Tartrate","CAPSULE;ORAL","205494","GENZYME CORP","08/29/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205494s003lbl.pdf#page=19"
"Chantix","Varenicline Tartrate","TABLET;ORAL","021928","PF PRISM CV","06/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021928Orig1s051lbl.pdf#page=23"
"Chlordiazepoxide and Amitriptyline Hydrochloride","Amitriptyline Hydrochloride; Chlordiazepoxide","TABLET;ORAL","071297","MYLAN PHARMS INC","02/05/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/071297Orig1s026MG.pdf"
"Cibinqo","Abrocitinib","TABLET; ORAL","213871","PFIZER INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213871s004lblcorrected.pdf#page=27"
"Cimzia","Certolizumab Pegol","INJECTABLE; INJECTION","125160","UCB INC","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125160s315lbl.pdf#page=42"
"Cipro","Ciprofloxacin Hydrochloride","TABLET;ORAL","019537","BAYER HLTHCARE","09/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/019537s095,020780s050lbl.pdf#page=40"
"Cipro","Ciprofloxacin","INJECTABLE;INJECTION","019847","BAYER HLTHCARE","03/25/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/019847s063lbl.pdf#page=33"
"Cipro","Ciprofloxacin","FOR SUSPENSION;ORAL","020780","BAYER HLTHCARE","09/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/019537s095,020780s050lbl.pdf#page=40"
"Cipro in Dextrose 5% in Plastic Container","Ciprofloxacin","INJECTABLE;INJECTION","019857","BAYER HLTHCARE","03/25/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/019857s073lbl.pdf#page=33"
"Cipro XR","Ciprofloxacin; Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021473","BAYER HLTHCARE","03/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021473s043lbl.pdf#page=30"
"Citalopram","Citalopram Hydrobromide","CAPSULE; ORAL","215428","ALMATICA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215428s002lbl.pdf#page=24"
"Clenpiq","Citric Acid; Magnesium Oxide; Sodium Picosulfate","SOLUTION;ORAL","209589","FERRING PHARMS INC","08/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209589s015lbl.pdf#page=14"
"Clozaril","Clozapine","TABLET;ORAL","019758","HLS THERAPEUTICS (USA), INC","06/13/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/019758s107lbl.pdf#page=29"
"Codeine Sulfate","Codeine Sulfate","SOLUTION;ORAL","202245","HIKMA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202245s010lbl.pdf#page=30"
"Codeine Sulfate","Codeine Sulfate","TABLET;ORAL","022402","HIKMA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022402s015lbl.pdf#page=29"
"Colcrys","Colchicine","TABLET;ORAL","022352","TAKEDA PHARMS USA","05/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022352s026lbl.pdf#page=25"
"Colcrys","Colchicine","TABLET; ORAL","022353","AR HOLDING CO INC","10/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022353lbl.pdf#page=19"
"Columvi","Glofitamab-Gxbm","INJECTABLE;INTRAVENOUS","761309","GENETECH","06/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761309s007lbl.pdf#page=21"
"Combogesic","Acetaminophen; Ibuprofen","TABLET;ORAL","209471","AFT Pharmaceuticals","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209471s001lbl.pdf#page=28"
"Combunox","Ibuprofen; Oxycodone Hydrochloride","TABLET;ORAL","021378","FOREST LABS","09/02/2010","https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021378s006lbl.pdf#page=30"
"Concerta","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021121","JANSSEN PHARMS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021121s053lbl.pdf#page=30"
"Consensi","Amlodipine Besylate; Celecoxib","TABLET;ORAL","210045","PURPLE BIOTECH","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210045s009lbl.pdf#page=10"
"Contrave","Bupropion Hydrochloride; Naltrexone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200063","NALPROPION","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/200063s024s026lbl.pdf#page=38"
"Conzip","Tramadol Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","022370","CIPHER PHARMS INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022370s025lbl.pdf#page=37"
"Copaxone","Glatiramer Acetate","INJECTABLE;SUBCUTANEOUS","020622","TEVA NEUROSCIENCE INC","01/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020622s118s119lbl.pdf#page=20"
"Copegus","Ribavirin","TABLET;ORAL","021511","ROCHE","08/11/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021511s029lbl.pdf#page=27"
"Copiktra","Duvelisib","CAPSULE;ORAL","211155","SECURA","12/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211155s005lbl.pdf#page=28"
"Cordarone","Amiodarone Hydrochloride","TABLET;ORAL","018972","WYETH PHARMS","10/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018972s054lbl.pdf#page=13"
"Corlanor","Ivabradine Hydrochloride","TABLET;ORAL","206143","AMGEN INC","08/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206143s008,209964s002lblrpl.pdf#page=24"
"Corlanor","Ivabradine","SOLUTION;ORAL","209964","AMGEN INC","08/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206143s008,209964s002lblrpl.pdf#page=24"
"Cosentyx","Secukinumab","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761349","NOVARTIS PHARMACEUTICALS CORPORATION","04/17/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761349s011lbl.pdf#page=36"
"Cosentyx","Secukinumab","INJECTABLE;INJECTION","125504","NOVARTIS PHARMS CORP","04/17/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125504s097lbl.pdf#page=36"
"Cotempla XR-Odt","Methylphenidate","TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","205489","NEOS THERAPS INC","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/205489s021lbl.pdf#page=24"
"Coumadin","Warfarin Sodium","INJECTABLE;INJECTION","009218","BRISTOL MYERS SQUIBB","08/14/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/009218s118lbl.pdf#page=30"
"Coumadin","Warfarin Sodium","TABLET;ORAL","009218","BRISTOL MYERS SQUIBB","08/14/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/009218s118lbl.pdf#page=30"
"Coxanto","Oxaprozin","CAPSULE;ORAL","217927","SOLUBIOMIX","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217927s002lbl.pdf#page=24"
"Creon","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","020725","ABBVIE","06/02/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020725s028lbl.pdf#page=16"
"Cyltezo","Adalimumab-Adbm","INJECTABLE;INJECTION","761058","BOEHRINGER INGELHEIM","10/16/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761058s035lbl.pdf#page=38"
"Cymbalta","Duloxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021427","LILLY","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021427s055s057lbl.pdf#page=38"
"Daliresp","Roflumilast","TABLET;ORAL","022522","ASTRAZENECA","01/23/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022522s009lbl.pdf#page=17"
"Dalmane","Flurazepam Hydrochloride","CAPSULE;ORAL","016721","VALEANT PHARM INTL","03/27/2009","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/016721s077lbl.pdf"
"Danziten","Nilotinib","TABLET","219293","AZURITY PHARMACEUTICALS INC.","04/15/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/219293s006lbl.pdf#page=39"
"Darvocet-N 100","Acetaminophen; Propoxyphene Napsylate","TABLET;ORAL","017122","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187067.pdf"
"Darvocet-N 50","Acetaminophen; Propoxyphene Napsylate","TABLET;ORAL","017122","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187067.pdf"
"Darvon","Propoxyphene Hydrochloride","CAPSULE;ORAL","010997","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187068.pdf"
"Darvon-N","Propoxyphene Napsylate","TABLET;ORAL","016862","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187068.pdf"
"Datroway","Datopotamab Deruxtecan-Dlnk","INJECTABLE;INTRAVENOUS","761394","DAIICHI SANKYO COMPANY, LTD","01/17/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761394s000lbl.pdf#page=16"
"Datroway","Datopotamab Deruxtecan-Dlnk","INJECTABLE:INTRAVENOUS","761464","DAIICHI SANKYO, INC.","06/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761464s000lbl.pdf#page=21"
"Daurismo","Glasdegib Maleate","TABLET;ORAL","210656","PFIZER","03/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210656s005lbl.pdf#page=20"
"Daxxify","Daxibotulinumtoxina-Lanm","INJECTABLE;INTRAMUSCULAR","761127","REVANCE THERAPEUTICS, INC","08/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761127s002lbl.pdf#page=16"
"Daypro","Oxaprozin","TABLET;ORAL","018841","PFIZER","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018841s036lbl.pdf#page=25"
"Daypro Alta","Oxaprozin Potassium","TABLET;ORAL","020776","PFIZER","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020776s013lbl.pdf#page=22"
"Daytrana","Methylphenidate","SYSTEM;TRANSDERMAL","021514","NOVEN PHARMACEUTICALS, INC","11/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021514s039lbl.pdf#page=24"
"Daytrana","Methylphenidate","FILM, EXTENDED RELEASE;TRANSDERMAL","021514","NOVEN PHARMS INC","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021514s043lbl.pdf#page=25"
"Dayvigo","Lemborexant","TABLET;ORAL","212028","EISAI INC","02/19/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/212028s011lbl.pdf#page=20"
"Demerol","Meperidine Hydrochloride","TABLET;ORAL","005010","VALIDUS PHARMS","12/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/005010s062lbl.pdf#page=29"
"Demerol","Meperidine Hydrochloride","INJECTABLE;INJECTION","005010","VALIDUS PHARMS","12/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/005010s062lbl.pdf#page=29"
"Demerol","Meperidine Hydrochloride","SYRUP;ORAL","005010","VALIDUS PHARMS","12/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/005010s062lbl.pdf#page=29"
"Depakene","Valproic Acid","CAPSULE;ORAL","018081","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018081s070,018082s053lbl.pdf#page=41"
"Depakene","Valproic Acid","SYRUP;ORAL","018082","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018081Orig1s068%20018082Orig1s051lbl.pdf#page=38"
"Depakote","Divalproex Sodium","CAPSULE, DELAYED REL PELLETS;ORAL","019680","ABBVIE","01/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/019680s056lbl.pdf#page=42"
"Depakote","Divalproex Sodium","TABLET, DELAYED RELEASE;ORAL","018723","ABBVIE","03/31/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/018723s073lbl.pdf#page=50"
"Depakote ER","Divalproex Sodium","TABLET, EXTENDED RELEASE;ORAL","021168","ABBVIE","01/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021168s049lbl.pdf#page=140"
"Descovy","Emtricitabine; Tenofovir Alafenamide Fumarate","TABLET;ORAL","208215","GILEAD SCIENCES INC","06/20/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/208215s023s025lbl.pdf#page=43"
"Desoxyn","Methamphetamine Hydrochloride","TABLET;ORAL","005378","RECORDATI RARE","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/005378s038lbl.pdf#page=12"
"Desoxyn","Methamphetamine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","005378","RECORDATI RARE","09/24/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/005378s032lbl.pdf#page=17"
"Desvenlafaxine","Desvenlafaxine Fumarate","TABLET, EXTENDED RELEASE;ORAL","205208","TEVA PHARMS USA","07/18/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205208Orig1s001lbl.pdf#page=23"
"Desvenlafaxine","Desvenlafaxine","TABLET, EXTENDED RELEASE;ORAL","204150","ALEMBIC PHARMS LTD","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204150s020lbl.pdf#page=33"
"Desyrel","Trazodone Hydrochloride","TABLET;ORAL","018207","PRAGMA","10/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018207s032lbl.pdf#page=13"
"Desyrel","Trazodone Hydrochloride","TABLET;ORAL","018207","PRAGMA","10/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018207s033lbl.pdf#page=14"
"Dexedrine","Dextroamphetamine Sulfate","CAPSULE, EXTENDED RELEASE;ORAL","017078","IMPAX LABS INC","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/017078s059lbl.pdf#page=14"
"Dexilant","Dexlansoprazole","CAPSULE, DELAYED RELEASE;ORAL","022287","TAKEDA PHARMS USA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022287s038lbl.pdf#page=24"
"Dextroamphetamine Sulfate","Dextroamphetamine Sulfate","SOLUTION;ORAL","040776","OUTLOOK PHARMS","01/04/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/40776MG.pdf#page=7"
"Diacomit","Stiripentol","CAPSULE;ORAL","206709","BIOCODEX SA","04/16/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/206709s006lbl.pdf#page=17"
"Diacomit","Stiripentol","FOR SUSPENSION;ORAL","207223","BIOCODEX SA","08/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206709s000,207223s000lbl.pdf#page=17"
"Dilantin","Phenytoin Sodium","CAPSULE;ORAL","084349","UPJOHN","09/07/2022","http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/084349s088lbl.pdf#page=21"
"Dilantin","Phenytoin","TABLET, CHEWABLE;ORAL","084427","PHARMACIA","10/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/084427s039s041lbl.pdf#page=17"
"Dilantin-125","Phenytoin","SUSPENSION;ORAL","008762","UPJOHN","03/03/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/008762s066lbl.pdf#page=19"
